average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
199.7,1.10,76%,131.6,0.70,0.31,0.08,0.09,26%,23%
195.4,1.00,72%,125.6,0.68,0.38,0.09,0.10,19%,13%
185.5,0.77,51%,116.3,0.66,0.17,0.03,0.06,22%,
147.5,0.68,60%,89.2,0.54,0.09,0.00,0.09,26%,
219.3,1.16,66%,160.2,0.75,0.22,0.12,0.07,26%,9%
209.3,1.13,76%,136.0,0.76,0.15,0.10,0.07,34%,11%
224.8,1.12,69%,143.3,0.80,0.13,0.19,0.15,22%,5%
218.7,1.02,67%,141.7,0.76,0.15,0.13,0.19,36%,
175.0,0.80,70%,114.1,0.60,0.31,0.07,0.10,34%,20%
153.3,0.71,66%,103.8,0.51,0.28,0.06,0.06,19%,14%
241.5,1.33,73%,158.9,0.87,0.28,0.10,0.09,37%,10%
240.8,1.25,74%,156.0,0.85,0.20,0.14,0.11,27%,16%
208.4,1.07,71%,134.9,0.73,0.25,0.09,0.09,27%,10%
194.3,0.98,68%,126.1,0.69,0.26,0.10,0.12,27%,17%
163.2,0.86,70%,109.3,0.57,0.25,0.07,0.07,26%,14%
154.5,0.74,71%,100.4,0.57,0.08,0.18,0.14,33%,25%
155.5,0.67,56%,113.8,0.56,0.22,0.09,0.16,39%,
148.0,0.66,69%,92.8,0.54,0.29,0.00,0.09,20%,
129.5,0.46,53%,83.3,0.41,0.31,0.03,0.03,22%,
205.0,1.07,64%,138.8,0.75,0.24,0.13,0.13,22%,33%
195.7,0.99,66%,133.7,0.71,0.13,0.12,0.11,24%,22%
167.1,0.71,67%,118.0,0.56,0.28,0.10,0.08,24%,13%
175.6,0.82,55%,115.1,0.65,0.16,0.08,0.12,32%,25%
167.1,0.69,64%,111.2,0.55,0.34,0.09,0.15,25%,14%
138.0,0.58,65%,89.8,0.45,0.29,0.04,0.07,23%,5%
169.6,0.78,66%,113.7,0.59,0.28,0.07,0.09,30%,10%
192.7,0.98,72%,130.4,0.69,0.25,0.06,0.08,31%,14%
177.4,0.93,65%,115.5,0.63,0.27,0.08,0.04,30%,17%
234.7,1.15,76%,154.2,0.83,0.29,0.05,0.06,31%,21%
185.0,0.97,71%,116.8,0.64,0.38,0.05,0.06,25%,14%
195.0,0.95,68%,131.2,0.69,0.19,0.13,0.13,33%,16%
209.5,0.89,69%,135.9,0.69,0.27,0.17,0.17,20%,16%
191.8,0.90,71%,126.1,0.67,0.21,0.17,0.16,21%,13%
164.0,0.77,69%,112.8,0.57,0.30,0.06,0.10,32%,12%
202.3,0.82,66%,134.1,0.64,0.33,0.13,0.08,30%,
215.0,1.11,77%,144.2,0.77,0.41,0.05,0.10,29%,40%
158.4,0.75,68%,99.6,0.56,0.37,0.05,0.09,20%,11%
128.0,0.48,51%,96.3,0.43,0.09,0.03,0.14,33%,
205.8,1.06,72%,132.3,0.73,0.35,0.09,0.09,27%,19%
199.9,1.02,67%,130.7,0.73,0.26,0.08,0.09,34%,16%
199.6,0.95,72%,131.1,0.67,0.39,0.12,0.10,30%,21%
226.7,1.05,69%,149.3,0.80,0.19,0.17,0.13,33%,10%
209.4,1.06,66%,135.3,0.76,0.22,0.10,0.10,45%,16%
183.1,0.90,69%,123.3,0.62,0.31,0.06,0.08,27%,19%
220.0,0.98,69%,148.0,0.76,0.16,0.17,0.17,27%,11%
186.7,0.90,70%,123.0,0.64,0.27,0.09,0.10,24%,13%
221.4,0.91,66%,143.8,0.75,0.19,0.20,0.22,31%,12%
173.8,0.86,71%,113.5,0.60,0.42,0.06,0.12,28%,14%
207.8,0.73,59%,139.4,0.67,0.23,0.09,0.06,23%,
208.5,0.90,70%,134.2,0.73,0.41,0.03,0.08,26%,17%
238.7,1.18,70%,155.0,0.83,0.20,0.22,0.18,21%,21%
187.5,1.12,73%,127.4,0.68,0.28,0.07,0.06,33%,15%
193.9,1.09,76%,127.7,0.72,0.40,0.07,0.06,40%,12%
213.2,1.09,71%,142.1,0.74,0.21,0.11,0.09,26%,14%
197.9,0.95,73%,126.6,0.68,0.50,0.09,0.09,28%,21%
239.2,1.13,65%,155.1,0.86,0.12,0.19,0.12,29%,15%
250.0,1.09,63%,163.6,0.88,0.07,0.15,0.15,25%,25%
186.0,0.87,70%,121.4,0.63,0.43,0.07,0.08,29%,9%
208.0,0.77,66%,134.7,0.67,0.24,0.10,0.13,33%,11%
159.3,0.61,59%,108.7,0.54,0.16,0.13,0.30,25%,11%
165.8,0.74,69%,113.3,0.61,0.29,0.04,0.03,24%,
138.0,0.52,59%,90.6,0.46,0.21,0.04,0.09,25%,15%
220.8,1.00,65%,151.8,0.78,0.18,0.17,0.16,27%,19%
283.0,1.36,65%,175.0,1.05,0.12,0.05,0.09,39%,17%
157.5,0.71,65%,119.3,0.59,0.18,0.12,0.06,25%,
236.0,1.09,73%,148.9,0.81,0.17,0.19,0.16,22%,9%
177.9,0.90,73%,119.2,0.60,0.30,0.08,0.09,23%,17%
170.0,0.62,67%,111.8,0.58,0.08,0.08,0.15,25%,
166.0,0.58,57%,109.3,0.54,0.23,0.11,0.11,27%,
264.0,1.00,67%,155.3,0.90,0.10,0.26,0.13,32%,
182.0,0.84,72%,111.4,0.62,0.40,0.06,0.06,24%,9%
188.7,0.98,70%,128.1,0.68,0.22,0.09,0.10,32%,11%
198.0,0.93,72%,131.1,0.68,0.30,0.14,0.10,30%,11%
187.7,0.88,70%,122.0,0.66,0.32,0.07,0.10,27%,13%
206.3,0.85,66%,138.5,0.70,0.16,0.16,0.18,22%,12%
157.7,0.79,64%,102.9,0.57,0.17,0.06,0.07,21%,14%
210.1,1.11,70%,137.9,0.75,0.23,0.11,0.09,31%,10%
212.3,1.00,72%,136.2,0.72,0.34,0.13,0.09,24%,11%
182.9,0.99,73%,119.4,0.65,0.39,0.06,0.09,32%,20%
207.9,1.00,65%,139.5,0.75,0.13,0.15,0.18,26%,13%
173.5,0.89,70%,117.9,0.62,0.28,0.07,0.06,27%,12%
194.9,0.89,65%,131.4,0.69,0.14,0.20,0.17,28%,3%
172.5,0.83,67%,111.3,0.62,0.31,0.07,0.07,26%,13%
192.7,0.98,71%,124.6,0.67,0.37,0.08,0.07,32%,12%
169.6,0.84,67%,113.8,0.60,0.35,0.05,0.08,32%,15%
161.0,0.52,50%,107.6,0.50,0.18,0.11,0.32,22%,
167.1,0.83,71%,105.7,0.58,0.33,0.08,0.12,22%,
217.5,1.03,68%,149.4,0.81,0.24,0.03,0.08,29%,18%
238.0,1.07,70%,158.7,0.79,0.24,0.20,0.13,25%,11%
168.5,0.76,72%,126.5,0.52,0.40,0.00,0.06,29%,
185.5,0.96,66%,122.2,0.68,0.30,0.11,0.09,31%,21%
185.8,0.81,78%,117.3,0.61,0.47,0.04,0.07,23%,
141.0,0.70,68%,100.9,0.46,0.39,0.05,0.10,29%,
228.0,0.88,65%,140.5,0.73,0.26,0.18,0.16,22%,100%
198.0,0.82,63%,129.3,0.66,0.17,0.17,0.22,27%,50%
174.9,0.76,60%,120.1,0.61,0.13,0.09,0.07,20%,8%
154.0,0.58,61%,100.8,0.47,0.21,0.08,0.16,42%,20%
269.3,1.23,70%,174.1,0.97,0.13,0.28,0.18,36%,22%
185.4,1.08,72%,125.6,0.69,0.28,0.04,0.04,29%,18%
189.9,0.98,72%,128.5,0.65,0.34,0.08,0.07,25%,13%
186.2,0.89,69%,120.8,0.64,0.30,0.08,0.10,38%,9%
163.5,0.83,70%,105.7,0.57,0.41,0.05,0.06,29%,13%
155.7,0.75,71%,101.2,0.53,0.43,0.07,0.09,18%,13%
194.5,0.92,58%,128.7,0.67,0.11,0.11,0.08,20%,10%
208.4,0.80,65%,136.5,0.68,0.19,0.15,0.21,19%,8%
178.3,0.89,70%,115.3,0.67,0.13,0.13,0.13,26%,25%
210.5,1.02,72%,137.3,0.72,0.31,0.06,0.05,28%,16%
187.5,0.68,61%,124.9,0.61,0.15,0.15,0.27,34%,
120.0,0.63,54%,85.1,0.45,0.16,0.02,0.16,26%,27%
92.5,0.37,44%,58.1,0.29,0.09,0.00,0.21,42%,
198.7,1.07,69%,133.8,0.73,0.16,0.08,0.08,32%,14%
217.6,1.03,70%,145.0,0.77,0.17,0.18,0.19,27%,13%
197.3,0.92,71%,125.1,0.68,0.39,0.08,0.07,32%,7%
172.4,0.83,70%,118.9,0.62,0.29,0.08,0.07,34%,13%
168.4,0.77,72%,107.5,0.57,0.31,0.05,0.05,20%,21%
238.3,1.14,71%,155.8,0.83,0.19,0.19,0.17,19%,14%
193.3,1.01,74%,125.3,0.69,0.51,0.07,0.06,32%,13%
178.1,0.95,72%,115.6,0.63,0.32,0.08,0.07,23%,16%
198.4,1.03,68%,131.6,0.72,0.16,0.11,0.10,29%,13%
190.2,0.97,73%,120.6,0.68,0.42,0.09,0.09,22%,8%
174.7,0.87,69%,116.2,0.61,0.37,0.07,0.10,28%,10%
227.9,1.04,68%,152.9,0.79,0.17,0.16,0.16,27%,15%
233.3,1.03,71%,152.0,0.79,0.19,0.19,0.18,26%,17%
200.5,0.90,67%,136.6,0.69,0.21,0.16,0.22,29%,8%
186.6,0.84,70%,124.1,0.65,0.36,0.07,0.10,25%,16%
182.1,0.82,63%,118.5,0.65,0.23,0.09,0.11,48%,15%
180.4,0.83,69%,124.4,0.64,0.25,0.08,0.09,35%,12%
187.8,0.81,64%,123.3,0.63,0.23,0.10,0.13,24%,10%
186.0,0.88,70%,136.0,0.71,0.11,0.09,0.06,42%,17%
267.9,1.23,71%,178.2,0.92,0.22,0.17,0.14,26%,15%
185.4,0.88,69%,118.2,0.64,0.34,0.10,0.11,27%,6%
193.1,0.90,69%,126.7,0.67,0.30,0.09,0.12,24%,6%
184.2,0.90,69%,124.7,0.66,0.18,0.06,0.08,29%,18%
153.4,0.73,71%,93.8,0.53,0.54,0.05,0.08,25%,13%
120.4,0.46,52%,84.7,0.38,0.16,0.03,0.10,29%,5%
122.0,0.57,63%,81.9,0.41,0.35,0.04,0.07,36%,
161.0,0.65,59%,108.9,0.54,0.29,0.07,0.00,29%,14%
231.0,1.03,68%,157.1,0.80,0.25,0.07,0.16,24%,
181.0,0.77,63%,123.6,0.63,0.17,0.06,0.07,17%,
184.0,0.87,70%,125.5,0.64,0.32,0.06,0.05,23%,15%
190.0,0.86,65%,116.9,0.70,0.29,0.04,0.13,28%,
158.0,0.74,69%,107.3,0.57,0.40,0.05,0.10,37%,8%
129.5,0.55,75%,83.5,0.44,0.47,0.03,0.03,26%,
199.6,1.04,76%,129.9,0.69,0.43,0.07,0.04,34%,24%
230.4,1.09,71%,150.3,0.80,0.17,0.18,0.15,31%,10%
193.8,0.98,75%,126.3,0.69,0.40,0.09,0.09,32%,15%
179.4,0.99,71%,123.2,0.65,0.19,0.05,0.06,29%,11%
213.3,1.01,70%,140.2,0.75,0.18,0.15,0.13,24%,17%
192.0,1.04,72%,131.1,0.72,0.19,0.08,0.08,37%,14%
166.8,0.80,69%,109.3,0.55,0.33,0.07,0.08,26%,11%
217.0,0.88,68%,138.6,0.76,0.34,0.11,0.11,40%,
200.5,0.72,68%,131.4,0.70,0.24,0.16,0.27,15%,
116.5,0.38,53%,74.7,0.37,0.27,0.07,0.23,17%,
211.3,1.11,67%,139.4,0.79,0.13,0.13,0.14,29%,18%
264.5,1.24,75%,178.1,0.93,0.27,0.19,0.14,26%,21%
201.3,1.05,74%,135.1,0.73,0.26,0.09,0.08,32%,12%
201.4,1.00,67%,135.5,0.68,0.33,0.06,0.12,24%,13%
215.5,1.13,69%,140.6,0.76,0.11,0.16,0.13,22%,
198.3,0.89,60%,133.3,0.71,0.16,0.16,0.20,32%,7%
164.2,0.77,64%,113.8,0.58,0.26,0.06,0.09,31%,13%
150.7,0.61,61%,108.8,0.51,0.24,0.03,0.09,36%,11%
83.0,0.28,42%,55.2,0.24,0.24,0.06,0.15,21%,
178.0,0.76,61%,107.0,0.63,0.23,0.11,0.17,15%,9%
175.2,0.84,70%,120.8,0.64,0.36,0.10,0.07,33%,23%
135.3,0.59,61%,89.5,0.51,0.12,0.04,0.16,31%,
178.5,0.89,73%,115.6,0.60,0.53,0.07,0.08,22%,12%
182.5,0.88,75%,124.8,0.64,0.38,0.03,0.03,26%,10%
195.3,0.88,61%,139.7,0.63,0.11,0.06,0.11,15%,14%
231.0,0.86,68%,149.6,0.78,0.29,0.22,0.07,22%,
211.3,1.03,66%,134.4,0.72,0.17,0.11,0.07,24%,12%
186.3,0.85,66%,122.6,0.67,0.33,0.05,0.14,28%,
198.5,0.89,58%,120.5,0.69,0.08,0.22,0.14,36%,14%
172.6,0.79,70%,117.0,0.63,0.22,0.09,0.05,25%,8%
161.0,0.61,58%,112.2,0.55,0.26,0.06,0.16,34%,
105.7,0.41,53%,73.9,0.33,0.15,0.03,0.09,28%,13%
104.5,0.38,45%,69.7,0.35,0.26,0.06,0.16,29%,
116.0,0.35,53%,80.1,0.31,0.14,0.14,0.14,30%,
68.0,0.19,43%,47.9,0.17,0.27,0.03,0.23,18%,
171.2,0.86,73%,111.1,0.59,0.44,0.05,0.04,27%,14%
192.9,0.95,68%,125.7,0.71,0.37,0.10,0.06,30%,23%
178.3,0.78,70%,120.8,0.60,0.33,0.10,0.08,28%,11%
124.3,0.47,69%,92.9,0.38,0.34,0.03,0.11,23%,17%
177.0,0.81,63%,119.4,0.58,0.18,0.03,0.00,16%,
203.1,1.03,72%,133.8,0.73,0.31,0.08,0.10,34%,16%
183.7,0.76,63%,132.7,0.60,0.22,0.15,0.22,19%,14%
241.3,1.14,67%,160.3,0.87,0.12,0.21,0.17,39%,
205.0,0.98,73%,145.0,0.69,0.34,0.11,0.08,25%,
169.4,0.90,74%,107.8,0.58,0.40,0.05,0.06,21%,11%
93.0,0.47,56%,69.4,0.36,0.15,0.03,0.08,19%,14%
295.0,1.10,63%,176.7,0.97,0.14,0.29,0.23,40%,
109.0,0.47,50%,82.7,0.39,0.08,0.11,0.08,38%,20%
161.3,0.93,77%,114.4,0.59,0.25,0.06,0.07,26%,
157.5,0.62,62%,107.4,0.50,0.29,0.09,0.07,22%,
139.0,0.63,71%,87.0,0.49,0.38,0.01,0.07,31%,9%
253.0,0.97,55%,166.8,0.82,0.11,0.18,0.26,24%,33%
183.6,0.91,62%,128.6,0.67,0.13,0.10,0.13,25%,14%
159.0,0.47,52%,115.3,0.45,0.19,0.06,0.23,21%,
165.0,0.69,80%,110.5,0.56,0.33,0.03,0.03,26%,13%
180.0,0.76,56%,113.6,0.61,0.42,0.06,0.06,15%,
189.0,0.81,67%,135.0,0.69,0.17,0.17,0.11,33%,
177.0,0.68,69%,120.9,0.58,0.42,0.08,0.08,29%,33%
176.0,0.69,61%,119.5,0.61,0.19,0.03,0.06,35%,
167.3,0.62,56%,127.0,0.52,0.25,0.11,0.18,25%,
179.5,0.70,56%,116.6,0.58,0.19,0.08,0.08,37%,
141.0,0.62,50%,85.9,0.51,0.20,0.10,0.15,32%,50%
253.7,1.28,71%,166.1,0.92,0.09,0.22,0.17,38%,14%
224.2,0.95,67%,147.7,0.76,0.20,0.06,0.04,24%,6%
179.0,0.78,58%,132.8,0.63,0.30,0.09,0.13,35%,40%
169.4,0.73,64%,112.8,0.59,0.29,0.07,0.09,31%,7%
174.6,0.72,64%,114.8,0.57,0.31,0.10,0.13,31%,11%
137.5,0.70,54%,90.1,0.51,0.11,0.11,0.19,17%,40%
145.5,0.58,54%,85.7,0.49,0.35,0.03,0.05,21%,
210.0,1.03,56%,140.8,0.75,0.25,0.08,0.19,36%,17%
178.5,0.86,64%,118.1,0.64,0.18,0.06,0.11,31%,15%
203.5,1.09,66%,142.6,0.76,0.14,0.09,0.09,27%,7%
116.5,0.47,49%,81.5,0.44,0.13,0.15,0.21,35%,
240.2,1.25,78%,158.6,0.82,0.40,0.06,0.06,25%,25%
207.8,1.08,72%,131.6,0.75,0.20,0.05,0.04,23%,5%
224.9,1.00,75%,149.4,0.77,0.18,0.15,0.14,21%,11%
166.5,0.88,61%,100.8,0.61,0.21,0.11,0.08,29%,17%
230.3,1.12,71%,155.5,0.83,0.19,0.14,0.15,31%,9%
199.4,1.04,73%,128.4,0.72,0.24,0.10,0.08,29%,15%
213.7,1.03,66%,143.1,0.75,0.30,0.10,0.06,25%,13%
206.7,0.92,70%,138.9,0.70,0.24,0.13,0.12,24%,6%
150.2,0.65,68%,97.9,0.49,0.44,0.06,0.09,23%,8%
234.9,1.10,73%,152.3,0.81,0.32,0.14,0.11,32%,7%
189.9,1.02,72%,131.3,0.68,0.18,0.06,0.07,26%,12%
190.9,0.90,67%,128.5,0.66,0.24,0.10,0.12,33%,14%
162.4,0.74,65%,112.7,0.55,0.26,0.05,0.08,28%,9%
158.3,0.73,63%,104.7,0.56,0.25,0.04,0.09,33%,15%
203.0,0.84,66%,132.3,0.70,0.15,0.23,0.19,28%,
116.4,0.59,67%,79.7,0.43,0.28,0.02,0.07,31%,36%
187.3,0.95,74%,124.8,0.65,0.35,0.09,0.09,29%,12%
210.3,1.04,75%,136.9,0.73,0.38,0.08,0.07,29%,16%
206.6,1.05,76%,136.4,0.72,0.35,0.08,0.09,23%,19%
241.1,1.06,70%,157.2,0.83,0.21,0.23,0.20,30%,19%
169.8,0.94,70%,114.0,0.62,0.20,0.05,0.06,37%,15%
172.1,0.89,73%,115.0,0.61,0.32,0.06,0.07,27%,12%
142.3,0.73,54%,95.5,0.52,0.11,0.03,0.03,28%,14%
217.9,1.09,67%,140.6,0.78,0.13,0.20,0.17,34%,14%
194.0,0.75,69%,135.5,0.62,0.29,0.14,0.20,21%,
239.8,1.23,72%,154.9,0.86,0.29,0.12,0.09,33%,14%
173.5,0.74,61%,107.9,0.64,0.06,0.08,0.08,27%,
170.5,0.77,55%,138.4,0.63,0.11,0.05,0.08,31%,29%
196.1,0.96,68%,133.1,0.71,0.28,0.11,0.12,24%,35%
195.8,0.99,71%,130.1,0.68,0.35,0.07,0.09,26%,17%
183.5,0.72,61%,121.6,0.64,0.24,0.06,0.09,31%,
213.0,1.02,71%,137.1,0.74,0.40,0.08,0.08,35%,15%
204.3,1.01,70%,131.7,0.72,0.28,0.07,0.08,27%,12%
173.6,0.93,76%,113.5,0.61,0.43,0.04,0.06,26%,16%
216.4,0.98,66%,140.1,0.75,0.19,0.17,0.20,22%,22%
185.1,0.92,68%,120.2,0.67,0.22,0.08,0.11,22%,18%
231.8,1.00,63%,151.3,0.83,0.12,0.23,0.20,34%,8%
188.9,1.03,75%,124.4,0.66,0.49,0.06,0.05,24%,22%
178.1,0.93,73%,128.1,0.68,0.24,0.07,0.07,34%,10%
197.6,0.91,71%,129.9,0.69,0.35,0.08,0.07,23%,18%
199.0,0.93,67%,132.5,0.69,0.25,0.12,0.15,23%,16%
164.1,0.84,67%,109.2,0.59,0.25,0.07,0.08,31%,16%
232.8,1.08,75%,162.7,0.80,0.25,0.13,0.11,27%,17%
156.0,0.77,70%,102.2,0.55,0.45,0.04,0.13,26%,14%
219.0,0.93,70%,151.2,0.74,0.21,0.20,0.13,28%,11%
194.2,0.85,75%,132.1,0.61,0.28,0.09,0.05,23%,16%
182.2,0.87,74%,118.5,0.68,0.31,0.05,0.07,23%,
196.0,0.95,70%,127.7,0.67,0.18,0.13,0.16,25%,17%
173.0,0.71,68%,118.2,0.60,0.18,0.10,0.25,33%,
209.0,0.77,59%,136.9,0.69,0.08,0.08,0.13,26%,
134.0,0.55,64%,89.2,0.46,0.38,0.05,0.05,24%,40%
275.5,1.15,65%,174.9,0.91,0.12,0.09,0.15,38%,
249.5,0.86,79%,168.8,0.74,0.47,0.06,0.09,22%,
118.5,0.48,50%,75.3,0.42,0.25,0.03,0.11,30%,
215.0,0.77,57%,140.6,0.69,0.11,0.20,0.17,25%,
218.6,0.84,65%,150.0,0.72,0.25,0.16,0.11,28%,11%
166.5,0.69,62%,106.6,0.59,0.23,0.05,0.08,28%,10%
195.7,0.75,59%,127.7,0.65,0.15,0.15,0.16,21%,20%
163.0,0.63,59%,104.0,0.54,0.39,0.05,0.11,29%,10%
176.3,0.89,,53.5,0.65,0.20,0.17,0.00,,
174.3,0.98,,59.0,0.68,0.09,0.03,0.02,,
210.0,0.88,63%,146.5,0.71,0.15,0.07,0.05,35%,
176.0,0.86,64%,118.3,0.68,0.07,0.04,0.07,31%,
216.0,1.09,69%,150.1,0.78,0.15,0.10,0.09,33%,7%
195.6,1.01,72%,128.3,0.69,0.34,0.10,0.06,28%,10%
179.2,0.88,62%,120.6,0.66,0.10,0.13,0.18,38%,4%
149.6,0.72,60%,112.0,0.52,0.22,0.06,0.08,26%,9%
177.0,0.91,66%,119.6,0.66,0.18,0.02,0.07,19%,43%
266.7,1.21,73%,176.5,0.90,0.24,0.15,0.17,25%,14%
227.9,1.13,76%,148.7,0.80,0.39,0.08,0.07,29%,25%
154.0,0.65,55%,102.7,0.50,0.27,0.05,0.09,37%,17%
166.4,0.69,66%,120.9,0.54,0.33,0.06,0.11,29%,7%
192.0,0.72,67%,138.6,0.62,0.24,0.19,0.17,21%,
136.5,0.42,69%,96.5,0.36,0.36,0.10,0.07,28%,
100.0,0.40,43%,75.4,0.32,0.16,0.03,0.22,14%,33%
138.0,0.67,56%,92.3,0.47,0.09,0.12,0.12,42%,
170.5,0.96,76%,108.1,0.60,0.42,0.04,0.13,19%,
203.5,1.06,67%,131.6,0.78,0.24,0.02,0.18,24%,
183.5,0.77,64%,129.0,0.53,0.40,0.04,0.04,22%,33%
174.5,0.83,77%,116.5,0.58,0.63,0.07,0.05,22%,29%
154.5,0.65,65%,102.6,0.56,0.14,0.12,0.35,32%,
247.3,1.19,81%,160.0,0.89,0.42,0.06,0.06,22%,10%
220.3,1.00,71%,149.1,0.76,0.24,0.15,0.15,25%,8%
158.1,0.70,65%,109.6,0.54,0.35,0.04,0.08,35%,6%
181.3,0.91,67%,120.9,0.68,0.11,0.07,0.07,21%,17%
189.3,1.13,76%,128.4,0.69,0.31,0.07,0.02,38%,33%
144.0,0.60,62%,97.1,0.49,0.24,0.05,0.05,24%,6%
184.7,0.95,74%,121.4,0.65,0.37,0.08,0.08,28%,9%
193.5,0.98,69%,127.6,0.69,0.20,0.10,0.10,26%,21%
172.8,0.81,69%,117.6,0.57,0.31,0.07,0.07,25%,10%
279.7,1.28,73%,177.7,1.01,0.17,0.18,0.17,29%,14%
215.0,1.10,70%,145.8,0.75,0.19,0.09,0.08,33%,12%
230.3,1.11,69%,147.8,0.79,0.24,0.13,0.10,28%,13%
201.8,1.01,70%,134.2,0.71,0.21,0.11,0.10,29%,16%
216.5,0.90,66%,145.8,0.77,0.24,0.11,0.13,35%,27%
185.6,0.89,72%,121.4,0.63,0.36,0.06,0.08,23%,11%
194.5,0.83,67%,131.7,0.65,0.19,0.13,0.14,27%,38%
225.9,0.96,68%,145.3,0.78,0.18,0.15,0.16,23%,13%
170.3,0.78,68%,110.4,0.58,0.36,0.07,0.08,25%,11%
121.3,0.59,59%,81.3,0.43,0.19,0.07,0.11,36%,18%
189.9,0.96,75%,124.6,0.65,0.46,0.05,0.05,29%,13%
198.8,1.01,71%,135.0,0.69,0.19,0.08,0.08,24%,18%
189.8,0.88,69%,129.7,0.67,0.24,0.06,0.04,30%,16%
222.4,0.87,67%,146.7,0.72,0.23,0.24,0.25,26%,29%
209.4,0.95,68%,135.9,0.73,0.17,0.18,0.21,23%,22%
158.1,0.81,64%,106.8,0.55,0.32,0.07,0.10,30%,6%
223.8,1.07,71%,155.2,0.79,0.23,0.13,0.17,33%,5%
145.0,0.58,66%,110.8,0.47,0.32,0.03,0.05,28%,14%
190.7,0.89,70%,133.8,0.68,0.23,0.08,0.08,28%,21%
174.5,0.86,67%,121.7,0.60,0.29,0.07,0.07,37%,7%
181.5,0.86,61%,122.2,0.63,0.11,0.13,0.18,31%,11%
169.5,0.71,61%,116.8,0.58,0.20,0.14,0.14,24%,11%
132.0,0.55,60%,91.8,0.45,0.29,0.03,0.14,31%,8%
247.1,1.29,71%,157.8,0.87,0.13,0.17,0.15,28%,17%
238.0,1.21,68%,149.2,0.84,0.16,0.16,0.19,26%,25%
193.3,0.96,69%,136.5,0.69,0.24,0.05,0.08,19%,10%
140.0,0.76,68%,105.0,0.52,0.29,0.03,0.08,25%,14%
166.5,0.77,73%,112.0,0.55,0.46,0.05,0.09,28%,26%
170.0,0.64,63%,109.4,0.60,0.17,0.07,0.13,30%,
238.8,1.25,72%,160.1,0.87,0.20,0.08,0.07,32%,18%
189.5,0.64,62%,119.0,0.62,0.10,0.14,0.07,21%,25%
192.0,0.96,71%,131.1,0.70,0.20,0.07,0.07,27%,13%
206.1,0.90,74%,143.1,0.70,0.31,0.11,0.08,26%,12%
163.2,0.79,68%,111.6,0.58,0.37,0.05,0.07,20%,12%
159.3,0.88,72%,112.7,0.61,0.14,0.07,0.03,30%,
201.4,0.86,66%,138.5,0.71,0.19,0.18,0.23,26%,4%
170.7,0.79,64%,112.2,0.61,0.22,0.06,0.10,28%,12%
150.5,0.66,62%,101.9,0.51,0.25,0.04,0.10,28%,8%
249.2,1.35,77%,166.7,0.93,0.23,0.13,0.07,29%,13%
131.5,0.49,54%,85.6,0.41,0.15,0.09,0.17,21%,
234.0,0.90,66%,159.7,0.77,0.20,0.03,0.06,25%,11%
176.5,0.78,63%,122.2,0.65,0.11,0.15,0.18,30%,9%
123.0,0.55,60%,87.6,0.46,0.29,0.06,0.17,42%,17%
189.5,0.83,55%,122.6,0.73,0.05,0.20,0.28,26%,50%
203.0,0.85,76%,137.7,0.67,0.38,0.02,0.05,24%,
227.5,0.88,67%,153.1,0.71,0.14,0.19,0.17,32%,33%
169.6,0.74,66%,111.7,0.58,0.44,0.09,0.11,20%,8%
146.0,0.75,62%,105.0,0.54,0.21,0.13,0.13,39%,13%
192.3,0.75,65%,129.1,0.61,0.21,0.12,0.16,22%,9%
231.5,1.01,68%,153.1,0.81,0.17,0.19,0.18,26%,20%
187.3,0.98,69%,125.4,0.65,0.19,0.07,0.05,20%,13%
197.2,0.91,71%,131.5,0.69,0.30,0.11,0.12,34%,16%
183.8,0.88,69%,120.9,0.65,0.31,0.10,0.09,35%,15%
185.5,0.86,69%,121.9,0.65,0.36,0.07,0.10,25%,17%
166.8,0.73,66%,116.0,0.53,0.34,0.04,0.11,21%,21%
182.4,1.10,71%,126.6,0.64,0.27,0.08,0.08,32%,16%
177.2,0.83,65%,123.2,0.61,0.26,0.05,0.08,23%,10%
170.6,0.80,70%,113.9,0.58,0.37,0.05,0.06,20%,15%
193.5,0.77,49%,130.2,0.66,0.06,0.08,0.20,30%,
170.3,0.67,55%,112.1,0.58,0.07,0.11,0.17,41%,
157.0,0.61,58%,102.4,0.51,0.27,0.03,0.14,30%,
158.0,0.72,69%,105.9,0.53,0.42,0.03,0.08,22%,13%
232.3,1.24,,147.1,0.84,0.26,0.10,0.08,,
192.7,0.93,,127.9,0.69,0.39,0.02,0.07,,
189.7,0.64,,126.4,0.59,0.26,0.18,0.16,,
191.7,0.89,,122.8,0.69,0.38,0.08,0.20,,
138.0,0.67,,90.7,0.51,0.11,0.03,0.08,,
238.4,1.07,68%,157.0,0.83,0.16,0.21,0.19,27%,20%
199.6,0.97,70%,133.2,0.69,0.20,0.10,0.09,29%,19%
189.8,0.95,69%,129.2,0.68,0.29,0.05,0.07,32%,11%
168.1,0.84,71%,109.0,0.58,0.41,0.07,0.08,24%,15%
186.1,0.83,68%,120.6,0.64,0.36,0.07,0.11,27%,6%
177.0,0.80,68%,116.1,0.61,0.35,0.08,0.11,31%,23%
159.8,0.70,68%,105.8,0.54,0.41,0.05,0.07,21%,15%
186.8,0.86,64%,124.9,0.67,0.20,0.12,0.07,27%,6%
